UART Data
43975152,122,04 03 2C 01 08 00 00 00 00 00 00 00 6E 00 91 01 A3 00 00 00 00 00 13 00 00 00 4C 00 00 00 00 09 00 00 14 58 21 00 00 00 00 00 02 00 00 00 00 22 64 
44377296,123,04 10 07 CF 00 05 0A 00 00 00 00 00 00 00 00 08 50 9D 98 
44413732,124,04 10 07 CF 00 05 31 14 
44855908,125,01 03 0B B9 00 15 57 C4 
45014144,126,01 03 2A 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 0A 03 06 00 00 00 04 00 19 00 0A 00 17 00 0F 00 1E 12 21 
45357428,127,02 03 0B B9 00 15 57 F7 
46235688,128,00 10 07 D1 00 5A B4 57 46 32 33 31 32 32 37 30 37 30 36 00 00 00 00 04 04 07 D1 00 00 00 01 01 5E 00 00 00 0A 03 05 00 09 00 09 00 00 00 00 00 00 00 A5 00 CE 00 D2 00 00 00 CC 00 CD FF E5 00 00 00 00 00 D0 FF E3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 D2 00 D1 00 00 00 00 00 D0 00 D0 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 CC 00 00 00 00 00 00 00 CB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 FA 00 FA 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 49 00 48 00 00 00 A5 56 19 
46737176,129,00 10 08 2B 00 5A B4 57 46 32 33 31 32 32 37 30 37 30 36 00 00 00 00 04 04 08 2B 00 00 00 00 FF E3 FF E5 00 00 00 00 5A A5 00 00 00 00 00 00 00 C7 00 00 00 C6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 17 00 13 01 08 00 00 00 00 00 00 00 00 00 00 00 15 00 13 01 08 00 00 00 00 00 00 00 00 00 F8 01 4C 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 10 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 66 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 E7 D6 
46861992,130,05 03 03 F3 00 0E 35 FD 
46964652,131,05 03 1C 00 00 00 00 00 00 00 00 00 10 00 00 00 00 00 00 00 00 00 00 5A A5 00 F8 00 ED 01 4C 98 69 
47363484,132,06 03 03 F3 00 0E 35 CE 
47865032,133,03 03 08 33 00 16 37 89 
47987028,134,03 03 2C 01 08 00 00 00 00 00 00 00 6E 00 91 01 A4 00 00 00 00 00 13 00 00 00 4E 00 00 00 00 09 00 00 14 58 21 00 00 00 00 00 02 00 00 00 00 F6 C0 
48389436,135,03 10 07 CF 00 05 0A 00 00 00 00 00 00 00 00 08 50 2F A9 
48426368,136,03 10 07 CF 00 05 30 A3 
48868072,137,04 03 08 33 00 16 36 3E 
48990384,138,04 03 2C 01 08 00 00 00 00 00 00 00 6E 00 91 01 A4 00 00 00 00 00 13 00 00 00 4C 00 00 00 00 09 00 00 14 58 21 00 00 00 00 00 02 00 00 00 00 D3 A7 
49392476,139,04 10 07 CF 00 05 0A 00 00 00 00 00 00 00 00 08 50 9D 98 
49429148,140,04 10 07 CF 00 05 31 14 
49871088,141,01 03 0B B9 00 15 57 C4 
50372636,142,02 03 0B B9 00 15 57 F7 
