UART Data,,
27001636,84,06 03 03 F3 00 0E 35 CE 
27503132,85,03 03 08 33 00 16 37 89 
27625312,86,03 03 2C 02 0B 00 00 00 00 00 33 00 6E 00 91 01 A1 00 40 00 80 02 2C 00 00 00 78 00 00 00 00 09 00 00 14 58 21 00 00 00 00 00 02 00 00 00 00 C3 FE 
28027536,87,03 10 07 CF 00 05 0A 00 33 00 03 00 00 00 00 08 50 5C 58 
28064620,88,03 10 07 CF 00 05 30 A3 
28506144,89,04 03 08 33 00 16 36 3E 
28627624,90,04 03 2C 02 0B 00 00 00 00 00 33 00 6E 00 91 01 A0 00 3F 00 7E 02 2A 00 00 00 76 00 00 00 00 09 00 00 14 58 21 00 00 00 00 00 02 00 00 00 00 F8 34 
29030552,91,04 10 07 CF 00 05 0A 00 33 00 03 00 00 00 00 08 50 EE 69 
29067428,92,04 10 07 CF 00 05 31 14 
29509188,93,01 03 0B B9 00 15 57 C4 
30010680,94,02 03 0B B9 00 15 57 F7 
30888912,95,00 10 07 D1 00 5A B4 57 46 32 33 31 32 32 37 30 37 30 36 00 00 00 00 04 04 07 D1 00 01 00 01 02 26 00 00 00 0A 03 05 00 09 00 09 00 00 00 00 00 00 00 A5 01 F6 02 2C 00 00 01 0B 00 9F FF E5 00 00 00 00 00 9F FF E3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 AE 00 B2 00 00 00 00 02 C5 02 C1 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 02 2F 00 00 00 00 00 00 02 27 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 EB 00 DB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 3B 00 3B 00 00 00 A5 D8 3D 
31390404,96,00 10 08 2B 00 5A B4 57 46 32 33 31 32 32 37 30 37 30 36 00 00 00 00 04 04 08 2B 00 00 00 00 FF E3 FF E4 00 25 00 00 5A A5 00 00 00 00 00 00 00 86 00 21 00 86 00 25 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 F8 00 00 00 00 00 00 00 33 00 33 00 80 00 41 02 2C 02 0B 00 00 00 00 00 33 00 33 00 7E 00 3F 02 2A 02 0B 00 00 00 00 01 F9 00 0B 01 9D 01 48 00 00 00 00 00 00 00 00 00 00 00 00 00 82 00 00 00 10 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 03 00 00 00 00 64 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 7C 65 
31515220,97,05 03 03 F3 00 0E 35 FD 
31618296,98,05 03 1C 00 01 01 F9 00 00 00 00 00 10 00 82 01 F8 00 0B 00 00 00 00 5A A5 01 9D 00 EB 01 47 69 A9 
32016712,99,06 03 03 F3 00 0E 35 CE 
32518232,100,03 03 08 33 00 16 37 89 
32640596,101,03 03 2C 02 0B 00 00 00 00 00 33 00 6E 00 91 01 A1 00 40 00 80 02 2C 00 00 00 78 00 00 00 00 09 00 00 14 58 21 00 00 00 00 00 02 00 00 00 00 C3 FE 
33042636,102,03 10 07 CF 00 05 0A 00 33 00 03 00 00 00 00 08 50 5C 58 
33079880,103,03 10 07 CF 00 05 30 A3 
33521220,104,04 03 08 33 00 16 36 3E 
33642908,105,04 03 2C 02 0B 00 00 00 00 00 33 00 6E 00 91 01 A0 00 3F 00 7E 02 2A 00 00 00 76 00 00 00 00 09 00 00 14 58 21 00 00 00 00 00 02 00 00 00 00 F8 34 
34045624,106,04 10 07 CF 00 05 0A 00 33 00 03 00 00 00 00 08 50 EE 69 
34082688,107,04 10 07 CF 00 05 31 14 
34626272,108,01 03 0B B9 00 15 57 C4 01 03 2A 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 0A 03 06 00 00 00 04 00 19 00 0B 00 1B 00 0D 00 2A B2 F7 
37968488,110,00 10 07 D1 00 5A B4 57 46 32 33 31 32 32 37 30 37 30 36 00 00 00 00 04 04 07 D1 00 01 00 01 02 26 00 00 00 0A 03 05 00 09 00 09 00 00 00 00 00 00 00 A5 01 F5 02 2C 00 00 01 0B 00 9F FF E5 
38156776,112,03 03 2C 02 0B 00 00 00 00 00 33 00 6E 00 91 01 A2 00 40 00 80 02 2C 00 00 00 78 00 00 00 00 09 00 00 14 58 21 00 00 00 00 00 02 00 00 00 00 73 FF 
38559024,113,03 10 07 CF 00 05 0A 00 33 00 03 00 00 00 00 08 50 5C 58 
38596088,114,03 10 07 CF 00 05 30 A3 
39037612,115,04 03 08 33 00 16 36 3E 
39159428,116,04 03 2C 02 0B 00 00 00 00 00 33 00 6E 00 91 01 A1 00 3F 00 7E 02 2A 00 00 00 76 00 00 00 00 09 00 00 14 58 21 00 00 00 00 00 02 00 00 00 00 69 F4 
39562016,117,04 10 07 CF 00 05 0A 00 33 00 03 00 00 00 00 08 50 EE 69 
39599128,118,04 10 07 CF 00 05 31 14 
40142584,119,01 03 0B B9 00 15 57 C4 01 03 2A 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 0A 03 06 00 00 00 04 00 19 00 0B 00 1B 00 0D 00 2A B2 F7 
40542096,120,02 03 0B B9 00 15 57 F7 
41420268,121,00 10 07 D1 00 5A B4 57 46 32 33 31 32 32 37 30 37 30 36 00 00 00 00 04 04 07 D1 00 01 00 01 02 26 00 00 00 0A 03 05 00 09 00 09 00 00 00 00 00 00 00 A5 01 F5 02 2C 00 00 01 0A 00 9E FF E5 00 00 00 00 00 9E FF E3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 AE 00 B2 00 00 00 00 02 C4 02 C1 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 02 2E 00 00 00 00 00 00 02 26 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 EB 00 DB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 3B 00 3B 00 00 00 A5 D6 E1 
41921792,122,00 10 08 2B 00 5A B4 57 46 32 33 31 32 32 37 30 37 30 36 00 00 00 00 04 04 08 2B 00 00 00 00 FF E3 FF E4 00 25 00 00 5A A5 00 00 00 00 00 00 00 86 00 21 00 85 00 25 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 F8 00 00 00 00 00 00 00 33 00 33 00 80 00 41 02 2C 02 0B 00 00 00 00 00 33 00 33 00 7E 00 3F 02 2A 02 0B 00 00 00 00 01 FE 00 0B 01 9D 01 48 00 00 00 00 00 00 00 00 00 00 00 00 00 82 00 00 00 10 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 03 00 00 00 00 64 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 AE C7 
